End_Time,Region,Site,Sum_Volume,Avg_Volume
20250301000000,NCITY,162,474,1.5833333333333333
20250301000000,NCITY,168,326,4.166666666666667
20250301000000,NCITY,178,930,3.0833333333333335
20250301000000,NCITY,179,1628,10.0
20250301000000,NCITY,180,380,1.2083333333333333
20250301000000,NCITY,181,457,5.833333333333333
20250301000000,NCITY,194,695,1.75
20250301000000,NCITY,207,350,7.0
20250301000000,NCITY,208,388,1.2916666666666667
20250301000000,NCITY,213,289,0.6875
20250301000000,NCITY,214,288,0.9583333333333334
20250301000000,NCITY,215,306,0.9166666666666666
20250301000000,NCITY,219,0,0.0
20250301000000,NCITY,223,620,2.0416666666666665
20250301000000,NCITY,224,283,0.9166666666666666
20250301000000,NCITY,233,0,0.0
20250301000000,NCITY,248,483,7.8
20250301000000,NCITY,249,444,7.0
20250301000000,NCITY,264,342,9.0
20250301000000,NCITY,271,0,0.0
20250301000000,NCITY,298,192,8.0
20250301000000,NCITY,323,0,0.0
20250301000000,NCITY,327,629,4.083333333333333
20250301000000,NCITY,331,675,8.833333333333334
20250301000000,NCITY,334,116,0.375
20250301000000,NCITY,335,237,1.125
20250301000000,NCITY,340,590,5.75
20250301000000,NCITY,346,0,0.0
20250301000000,NCITY,347,0,0.0
20250301000000,NCITY,380,261,7.0
20250301000000,NCITY,381,316,1.0416666666666667
20250301000000,NCITY,384,380,7.5
20250301000000,NCITY,386,401,8.0
20250301000000,NCITY,388,14,0.16666666666666666
20250301000000,NCITY,405,941,5.0
20250301000000,NCITY,408,533,2.625
20250301000000,NCITY,416,178,1.4444444444444444
20250301000000,NCITY,429,0,0.0
20250301000000,NCITY,430,149,3.6666666666666665
20250301000000,NCITY,443,557,1.75
20250301000000,NCITY,445,420,5.333333333333333
20250301000000,NCITY,447,716,3.6875
20250301000000,NCITY,456,606,1.9583333333333333
20250301000000,NCITY,457,0,0.0
20250301000000,NCITY,458,491,3.7
20250301000000,NCITY,459,455,5.0
20250301000000,NCITY,467,211,0.7391304347826086
20250301000000,NCITY,476,431,2.125
20250301000000,NCITY,485,31,0.2222222222222222
20250301000000,NCITY,493,354,1.125
20250301000000,NCITY,500,364,1.625
20250301000000,NCITY,506,350,7.0
20250301000000,NCITY,508,355,1.0833333333333333
20250301000000,NCITY,510,682,4.0
20250301000000,NCITY,511,131,1.6
20250301000000,NCITY,516,44,0.125
20250301000000,NCITY,517,259,0.8333333333333334
20250301000000,NCITY,519,287,2.625
20250301000000,NCITY,521,238,4.5
20250301000000,NCITY,524,39,0.75
20250301000000,NCITY,528,570,4.777777777777778
20250301000000,NCITY,543,182,5.0
20250301000000,NCITY,545,441,8.75
20250301000000,NCITY,555,0,0.0
20250301000000,NCITY,556,415,17.0
20250301000000,NCITY,569,402,3.2
20250301000000,NCITY,570,17,0.5
20250301000000,NCITY,575,268,7.0
20250301000000,NCITY,578,0,0.0
20250301000000,NCITY,584,1063,3.375
20250301000000,NCITY,586,593,8.0
20250301000000,NCITY,591,216,4.25
20250301000000,NCITY,594,0,0.0
20250301000000,NCITY,596,194,3.0
20250301000000,NCITY,600,1148,5.625
20250301000000,NCITY,603,0,0.0
20250301000000,NCITY,605,0,0.0
20250301000000,NCITY,608,0,0.0
20250301000000,NCITY,611,359,1.125
20250301000000,NCITY,617,289,5.5
20250301000000,NCITY,630,357,4.0
20250301000000,NCITY,639,526,1.6666666666666667
20250301000000,NCITY,640,280,2.75
20250301000000,NCITY,655,456,1.5416666666666667
20250301000000,NCITY,659,405,8.0
20250301000000,NCITY,672,252,0.8333333333333334
20250301000000,NCITY,677,1114,6.769230769230769
20250301000000,NCITY,691,1164,19.0
20250301000000,NCITY,696,118,3.0
20250301000000,NCITY,700,223,0.7083333333333334
20250301000000,NCITY,701,639,8.5
20250301000000,NCITY,704,0,0.0
20250301000000,NCITY,712,0,0.0
20250301000000,NCITY,727,852,5.5
20250301000000,NCITY,734,241,1.0625
